price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor
110,75,45,10,12,5,0,1,1
129,60,41,6,3,7,1,0,0
170,75,48,7,7.5,3,1,1,1
92,60,45,6,9,7,0,1,1
110,78,48,14,12,10,1,0,1
75,55,39,6,10,10,1,0,0
205,87,58,9,7.5,5,1,1,1
85,59,40,6,10,5,0,0,1
160,79,51,12,3,8,1,1,1
110,66,43,7,13.5,15,0,0,1
112,73,51,8,10.5,7,0,1,1
137,76,50,15,11,7,1,1,1
82,54,35,6,9,10,1,1,0
130,57,42,6,4.5,5,1,1,1
130,80,46,10,10.5,15,1,0,1
128,70,42,6,14.5,3,1,1,1
121,80,45,13,14.5,5,0,0,1
143,82,45,10,12,10,1,0,1
85,58,39,7,7,5,1,0,1
77,59,38,6,12,10,0,1,0
129,86,55,10,10.5,10,0,0,0
140,79,53,8,7,2,1,0,0
94,72,46,10,14.5,9,0,0,1
125,77,46,10,10.5,15,1,0,1
115,67,42,9,3.5,7,1,1,1
95,72,43,12,12.7,10,0,0,0
130,77,53,9,7,8,1,1,1
120,77,44,10,13.5,5,0,1,1
96,60,45,6,12,10,1,0,1
80,58,38,6,7,10,1,0,1
88,56,36,6,17,10,0,0,1
190,112,55,16,7,10,1,0,1
100,75,45,10,13,5,0,0,1
100,75,45,10,13,5,0,0,1
108,75,50,10,12,3,1,0,1
142,70,45,9,3.5,3,1,0,1
102,64,47,6,17,10,1,0,1
128,70,50,8,5,5,1,1,0
170,79,52,9,9,7,1,0,1
137,74,44,10,15.5,8,0,0,1
79,58,41,6,12.5,5,0,0,0
87,56,37,6,7,7,0,0,1
105,53,36,5,7.5,10,1,1,0
105,53,36,5,7.5,10,1,1,0
97,76,44,10,12,10,1,0,0
106,83,44,10,12,10,0,0,1
75,55,36,6,13.5,15,0,1,0
200,87,60,15,11.5,3,1,1,1
117,79,45,13,14.5,7,0,0,1
80,61,44,7,12,5,0,0,1
115,68,43,9,6.5,5,1,0,1
149,95,57,8,10.5,15,0,1,1
85,55,35,6,10.5,5,0,1,0
130,73,47,9,11,10,1,1,1
80,56,37,6,12,10,1,1,0
125,80,45,13,12,5,0,1,1
100,78,45,10,13,7,1,0,1
100,76,45,10,12,15,0,0,1
90,56,41,5,6,15,1,1,1
110,65,45,11,7,7,1,0,1
105,77,54,8,10.5,12,1,0,0
180,72,45,10,3,3,1,1,1
140,78,46,9,10.5,10,1,1,1
113,77,50,8,12.5,15,0,1,0
145,85,54,11,8,10,0,1,1
125,78,44,13,12,5,1,0,1
167,78,54,8,9,10,1,1,1
88,55,36,6,9,5,1,1,0
181,86,51,11,10.5,10,0,0,0
80,59,43,6,13.5,5,0,0,1
105,65,40,7,17,10,1,0,0
112,66,41,8,17,5,1,0,0
135,65,38,8,7.5,10,1,1,1
115,74,54,9,11,12,1,1,0
138,77,45,11,10.5,10,1,0,1
115,80,54,12,12.7,5,0,0,1
106,76,43,12,13,5,0,0,0
85,55,38,6,10.5,5,0,1,0
110,70,40,6,12,2,1,1,0
130,72,44,9,6,5,1,1,1
127,77,40,11,13,10,0,0,1
115,74,48,11,13,15,1,0,1
125,74,45,10,14.5,15,0,0,1
135,85,53,9,10.5,7,0,1,0
73,61,41,6,13,10,0,0,0
115,84,53,12,12.7,15,1,0,1
145,74,43,10,12.5,10,1,0,1
110,71,43,10,14.5,20,0,0,1
135,74,48,10,7.5,3,1,1,0
115,57,42,6,10.5,4,0,1,1
190,81,51,14,9,3,1,1,1
155,75,46,10,12,5,1,0,1
87,54,34,6,17,1,1,0,1
95,60,43,6,17,10,1,0,1
125,75,53,8,11,3,1,1,1
185,95,57,12,5,5,1,0,0
96,60,38,6,12,5,0,0,1
84,59,46,6,10,15,1,0,1
125,80,47,10,12,15,0,0,1
118,78,52,9,11,5,1,1,1
77,60,43,6,12,6,0,0,1
130,64,35,6,9,1,1,1,1
144,66,45,8,9,7,1,1,1
82,56,39,6,10,5,1,0,1
110,60,41,6,12,10,1,0,1
160,69,47,8,3,10,1,1,1
108,73,51,8,12.5,15,0,1,1
95,73,43,11,12.7,10,1,0,0
80,52,34,6,17,10,1,0,0
155,81,44,10,13.5,10,0,0,1
147,75,45,10,7,15,1,0,1
138,68,46,8,9,10,1,0,1
80,51,34,6,13.5,15,0,0,1
82,62,44,6,12.5,10,0,0,0
115,76,45,11,12,5,1,0,1
150,80,48,13,14.5,10,0,0,1
126,79,44,13,10.5,10,0,0,1
160,80,55,8,8,15,1,1,1
97,58,42,5,12.5,15,1,1,1
128,84,53,10,12,5,1,0,1
83,50,34,6,15.5,5,0,0,1
144,76,43,10,13.5,10,0,0,1
86,56,34,7,7.5,10,0,0,0
110,77,46,9,15.5,3,1,0,1
80,52,36,6,10.5,15,1,1,0
170,106,64,13,12,15,1,0,1
145,76,48,9,13.5,10,0,0,1
79,56,37,6,11.5,5,1,0,1
95,64,39,8,12,15,1,0,1
127,73,43,11,13,5,1,1,1
176,104,55,11,9,5,1,0,1
114,80,45,13,12,7,1,0,0
115,64,38,8,14.5,7,1,0,1
82,60,42,7,13.5,5,0,0,1
117,82,44,10,13,2,1,0,1
105,76,40,11,12.7,5,0,0,1
162,90,61,10,10.5,3,1,1,1
135,68,46,8,12.5,7,0,0,1
170,80,46,10,10,5,1,0,0
80,60,44,6,13.5,7,0,0,1
102,60,40,8,8,5,0,1,1
113,85,46,10,12,15,0,0,1
120,83,56,10,12,15,1,1,1
92,66,44,9,11.5,7,1,0,0
95,54,36,5,3.5,15,1,1,1
125,78,53,8,8,10,1,0,0
185,75,47,9,3,3,1,1,0
105,65,39,8,17,10,1,0,0
165,78,54,8,9,10,1,1,1
149,94,57,8,10.5,15,0,1,1
98,74,44,10,12,15,1,0,0
189,86,55,10,9,10,1,1,1
96,68,45,10,12.5,15,0,0,1
108,76,45,10,12,10,0,1,0
103,76,45,10,13,5,0,0,1
105,63,44,7,17,3,1,0,1
94,64,45,6,17,15,1,0,1
195,86,60,10,9,5,0,1,1
135,100,50,10,15.5,10,1,0,1
147,80,45,13,4.5,15,1,0,1
99,76,45,10,12,10,1,0,1
130,80,38,11,12.7,10,1,0,1
136,78,48,9,12.5,15,1,0,1
115,73,52,9,10.5,15,1,1,1
135,72,45,10,14.5,2,1,0,1
85,55,40,6,11,5,0,1,1
122,79,45,13,12,10,1,0,1
130,76,46,11,13,5,0,0,1
116,75,44,13,12,10,1,0,1
260,110,71,18,4.5,7,1,1,1
92,65,45,7,12.5,5,1,0,1
78,56,39,6,12,5,1,1,0
78,51,34,6,13,5,0,0,1
120,80,45,9,12.7,15,1,0,1
78,59,42,6,12.5,10,0,0,0
125,74,46,8.5,12,5,1,0,1
105,65,40,8,17,10,1,0,1
105,66,44,7,3.5,10,1,0,1
123,74,44,12,9,7,0,0,1
92,68,44,10,10.5,10,0,0,1
189,80,52,10,7,1,1,1,1
114,75,45,10,12.7,15,0,0,1
145,90,52,9,12,15,1,1,0
209,99,63,9,9,10,1,1,1
104,72,48,9,10.5,10,1,0,0
98,54,36,5,3.5,12,1,1,1
123,85,51,10,12.7,3,1,0,1
180,90,58,8,10.5,2,1,0,1
80,58,38,7,13.5,5,0,0,1
96,60,45,6,12,5,0,0,1
96,60,45,6,12,5,0,0,1
96,60,45,6,12,5,0,0,1
73,51,34,6,7,7,1,0,1
98,58,43,6,14.5,10,0,0,1
128,80,45,13,12,15,1,0,1
90,65,46,7,14.5,5,1,0,1
115,61,42,5,3.5,10,1,1,0
108,65,40,8,17,5,1,0,1
108,65,40,8,17,5,1,0,1
120,57,43,6,8,5,1,1,0
138,65,47,9,5,10,1,0,1
165,74,41,9,6.5,5,1,1,1
165,74,41,9,6.5,5,1,1,1
160,75,47,10,9,10,1,1,0
120,67,45,7,13.5,10,1,0,1
104,67,43,11,12,15,1,0,1
135,73,53,8,11,15,1,1,1
137,78,51,9,6,15,1,1,1
144,80,48,13,15.5,10,1,0,1
144,80,48,13,15.5,10,1,0,1
112,66,44,7,8,20,1,0,1
108,80,52,10,12,10,0,0,1
109,75,45,10,13.5,5,1,0,0
140,67,46,8,8,5,1,0,0
84,59,45,5,10,15,1,0,1
110,83,47,10,17,10,1,0,1
110,83,47,10,17,10,1,0,1
136,74,45,10,10,15,1,0,0
83,55,38,7,11,10,1,1,0
155,74,43,10,9,5,0,0,1
85,67,46,6,12,15,1,0,1
135,74,51,9,10.5,7,1,1,1
129,72,44,10,6,5,1,0,0
115,85,52,10,12,10,1,0,1
135,76,50,8,10.5,15,1,0,1
125,68,48,7,3,15,1,1,1
90,67,40,8,12,5,1,0,1
99,62,39,8,17,10,1,0,1
82,62,44,6,13.5,10,0,0,1
100,76,45,10,12.7,15,1,0,1
85,55,41,5,11,5,0,1,1
100,77,45,8,12,15,0,0,0
125,75,52,9,10.5,5,0,1,1
115,80,48,12,12.7,5,0,0,1
138,66,44,14,4.5,2,1,0,1
160,98,52,12,10,7,1,0,1
103,64,45,6,17,5,1,0,1
160,93,59,6,12.5,15,1,1,1
118,86,54,10,12,15,1,0,1
90,58,43,6,17,10,1,0,1
83,60,42,6,12,7,0,0,1
145,75,45,10,7,15,1,0,1
145,75,45,10,7,15,1,0,1
115,77,45,7,9,15,1,0,0
85,53,34,6,10.5,3,1,0,1
105,75,45,10,12,5,0,0,1
95,67,45,10,12,10,0,0,1
115,65,45,6,13.5,7,1,0,1
85,59,42,6,10.5,7,0,0,0
102,76,46,10,12,15,0,0,0
100,75,45,9,14.5,10,0,0,1
83,64,42,9,17,10,0,0,0
100,77,41,10,12.7,10,1,0,1
145,80,46,10,3.5,2,1,0,0
114,68,44,8,10.5,10,1,0,1
79,49,33,6,14.5,10,1,0,0
79,51,34,6,12,7,0,0,1
80,58,43,6,11.5,10,1,0,1
108,66,43,7,17,5,1,0,1
108,66,43,7,17,5,1,0,1
105,77,45,10,14.5,10,0,0,1
94,55,41,5,13.5,10,1,1,1
90,61,43,6,12.5,3,1,0,1
162,90,53,13,10,7,1,1,1
89,64,39,8,14.5,5,0,0,0
85,60,43,6,12,5,1,1,1
115,68,44,9,12,7,1,0,1
150,74,48,12,12,5,1,0,1
133,83,46,12,13.5,10,1,1,1
86,50,34,6,12,10,0,0,0
108,66,44,7,17,5,1,0,1
112,68,41,10,12,10,1,0,1
105,57,40,6,4.5,5,1,1,1
160,85,56,12,6.5,10,1,1,1
105,82,48,8,13,10,0,0,1
170,80,53,9,8,3,1,0,1
139,68,46,8,9,5,1,0,1
169,80,50,8,10,5,1,1,1
185,91,50,12,10.5,10,1,0,1
177,103,54,11,9,5,1,0,1
124,79,44,13,12,10,1,0,1
95,55,35,8,7.5,7,1,1,1
80,60,44,6,13.5,10,0,0,1
80,60,44,6,13.5,10,0,0,1
119,71,52,8,8,10,0,1,0
112,68,44,9,7.5,7,1,0,1
125,78,38,11,12.7,10,1,0,1
87,64,46,7,12,5,1,0,1
120,80,52,14,12,7,1,0,1
130,72,44,10,6,5,1,0,0
115,77,44,7,12,10,1,1,1
135,74,42,10,7.5,5,1,1,1
107,66,42,9,8,7,0,0,1
81,56,37,6,11.5,5,1,0,1
110,60,45,6,12,5,1,0,1
135,81,53,8,11.5,4,1,1,1
115,63,40,8,12.5,10,0,0,1
130,78,54,8,7.5,10,0,0,1
156,90,51,13,10,5,1,0,1
123,75,45,10,12.7,10,1,0,1
123,75,45,10,12.7,10,1,0,1
85,58,39,6,10,7,0,0,1
105,55,40,6,9,7,0,0,1
84,59,38,6,7,10,1,0,1
140,65,44,8,4.5,5,1,0,1
93,70,40,10,12,10,1,0,0
140,76,44,11,13.5,10,0,0,1
91,60,45,6,10.5,5,0,0,1
138,70,45,8,10.5,10,1,1,1
128,78,54,9,6.5,5,1,0,1
135,80,47,9,12,7,0,0,1
103,64,45,7,13.5,15,1,0,1
112,60,39,6,3.5,3,1,0,1
95,65,39,8,12,15,1,0,1
82,59,38,6,13.5,5,1,0,1
125,78,52,7,11,7,1,1,1
92,60,40,6,12,10,0,0,1
79,54,36,6,12.5,10,0,1,1
110,60,37,9,12.5,7,1,0,1
150,69,46,8,7.5,7,1,1,1
83,51,34,6,15.5,3,1,0,1
150,76,45,10,12,5,1,0,1
130,78,58,10,14.5,15,0,0,1
180,81,53,9,8,7,1,1,0
135,76,45,10,6,7,0,0,1
108,66,43,7,17,2,1,0,1
78,56,38,6,13.5,5,0,0,0
155,75,43,8,7,5,0,0,1
118,68,49,11,7.5,7,1,0,0
118,68,49,11,7.5,7,1,0,0
130,75,48,13,12.7,5,0,0,1
90,66,43,6,15.5,5,1,0,0
120,65,38,7,11,10,1,1,1
127,82,50,10,10.5,7,0,0,0
125,60,41,6,3,7,1,0,1
145,81,46,10,15.5,5,1,0,1
93,64,45,7,14.5,3,1,0,1
93,64,45,7,14.5,3,1,0,1
116,76,45,10,7,10,1,0,1
100,60,39,9,15.5,10,1,0,1
122,64,46,8,12.5,7,0,0,1
150,85,57,10,9,7,1,1,0
105,65,39,8,12,5,0,0,1
134,83,44,10,13,10,1,0,0
118,75,44,9,7,5,0,0,1
100,64,38,8,14.5,15,0,0,1
83,53,34,6,12.5,15,1,0,1
80,56,38,6,7,10,1,0,1
165,78,46,10,5,10,1,0,1
163,73,48,9,7.5,5,0,1,1
108,75,54,9,17,5,1,0,0
126,80,46,13,14.5,5,0,0,1
87,61,43,6,12,15,1,0,1
87,61,43,6,12,15,1,0,1
165,84,57,9,10.5,7,1,0,0
113,78,44,10,12,10,1,1,0
99,65,44,7,10.5,5,1,0,1
115,64,45,7,13.5,7,1,0,1
99,74,44,10,12,10,0,0,0
110,63,45,7,13.5,10,1,0,1
140,70,45,10,9,10,1,0,1
134,84,52,8,12,7,1,1,1
159,75,48,9,8,10,1,1,1
120,74,44,10,12.7,10,1,0,1
137,70,45,8,10.5,10,1,1,1
125,77,46,10,13.5,5,0,1,1
145,73,43,11,9,10,0,0,1
115,64,45,7,13.5,5,1,0,1
154,72,42,11,6.5,5,1,0,1
81,60,44,6,13.5,10,0,0,1
110,79,46,10,13,5,1,0,1
95,72,44,10,12.7,10,1,0,0
128,65,44,7,9,5,0,0,1
178,74,46,9,3,3,1,1,0
71,49,34,6,10,10,1,0,1
170,100,57,10,13.5,15,0,0,0
145,85,58,8,12,4,1,1,1
78,52,35,6,12,10,1,0,1
130,83,46,10,10.5,1,1,0,1
137,69,44,10,9,10,1,0,1
82,60,42,6,12.5,10,1,0,0
110,63,43,9,15.5,3,1,0,0
106,76,46,10,13,5,0,0,1
83,52,34,6,14.5,10,0,0,0
160,77,42,8,6,5,0,0,1
135,78,44,10,15.5,10,1,1,1
88,61,42,6,12.5,5,1,0,1
96,65,45,7,12.5,15,1,1,1
84,63,44,7,14.5,10,0,0,1
140,85,52,11,9,10,0,0,1
176,86,54,8,9,10,1,1,1
136,76,44,10,14.5,9,0,0,1
173,80,50,8,6,10,1,1,1
130,79,46,10,13,10,0,1,1
87,55,38,5,6.5,5,1,1,1
95,60,43,6,9,5,0,0,1
95,60,43,6,9,5,0,0,1
85,64,45,6,13,5,0,0,1
95,65,47,8,13.5,5,1,0,1
130,77,45,10,12,7,1,0,1
72,54,35,6,13.5,10,1,0,1
92,64,39,8,12,7,0,0,1
149,77,45,9,12,5,1,0,1
85,65,46,7,13,7,0,0,1
95,67,41,9,13.5,7,0,0,1
120,63,43,9,12,1,1,0,0
115,72,50,8,10.5,10,0,1,1
92,59,41,6,7.5,12,1,0,1
140,83,47,9,10.5,5,0,1,1
110,65,44,8,10.5,10,1,1,1
82,60,44,6,14.5,7,0,0,1
115,80,48,11,12.7,5,0,0,1
82,56,42,6,10,10,1,0,0
90,61,44,6,12,5,1,0,0
127,65,43,7,9,5,0,0,1
140,81,55,8,9,7,0,1,0
117,81,46,10,12.5,10,1,0,1
87,63,42,7,13.5,7,1,0,1
82,60,45,6,13.5,10,0,0,1
140,86,51,10,12.7,10,1,0,1
84,60,43,6,14.5,5,0,0,1
93,57,43,5,12.5,15,1,1,1
111,81,45,9,14.5,10,0,0,0
84,60,45,6,13.5,7,0,0,1
84,60,45,6,13.5,7,0,0,1
160,98,50,12,10,10,1,0,1
85,64,45,7,15.5,10,1,0,0
127,76,54,6,9,5,0,0,0
105,56,43,6,3,10,1,1,1
133,83,45,10,13,10,1,0,0
112,63,45,7,13.5,7,0,0,1
82,55,36,6,10,7,1,0,0
105,75,45,10,14.5,10,0,0,1
160,72,50,9,7.5,5,0,1,1
118,72,43,10,12.7,2,1,0,0
110,77,45,10,12,5,0,0,1
93,59,39,6,15.5,10,1,0,1
115,62,38,8,11.5,5,1,0,1
94,64,45,7,14.5,3,1,0,1
180,85,55,10,10.5,5,1,1,1
112,76,54,8,10.5,15,1,1,0
93,64,41,7,14.5,3,1,0,1
93,65,39,8,12.5,7,0,0,1
125,77,40,11,13,10,0,1,1
85,60,40,6,13.5,5,0,0,1
160,80,56,9,12,5,1,1,1
99,65,40,8,17,12,1,0,0
107,56,32,5,7.5,7,1,1,0
115,76,45,10,12,15,0,0,1
82,61,40,6,13.5,10,0,0,1
140,84,48,9,12,10,0,1,1
159,81,56,8,7.5,15,1,1,0
140,80,51,7,7.5,7,1,1,1
95,62,38,8,12.5,3,1,0,0
89,51,34,6,3.5,10,1,0,0
92,57,40,6,12.5,2,1,1,1
95,56,42,7,3.5,10,1,1,0
131,80,46,13,12,7,1,0,0
85,59,40,5,12.5,5,0,0,1
130,83,50,9,6.5,10,1,0,1
95,66,44,10,14.5,7,0,0,1
220,107,71,9,9,10,1,1,1
95,60,46,5,10.5,5,1,0,1
115,58,41,5,7.5,7,1,1,0
84,60,44,6,13.5,7,0,0,1
160,93,57,12,12.7,5,1,0,1
85,58,44,6,10.5,10,1,0,0
125,82,52,12,13.5,10,0,0,0
147,76,46,10,12,3,1,0,1
79,54,35,5,12.5,10,0,1,1
118,84,48,9,12.7,5,0,0,1
123,77,46,10,13,10,1,0,1
89,60,43,6,15.5,5,1,1,1
80,56,44,6,11,8,1,1,0
128,74,43,10,13.5,12,1,0,1
90,57,43,6,12,5,1,1,1
87,64,45,9,15.5,12,1,0,0
130,74,50,8,10.5,5,0,1,1
130,77,48,10,17,5,1,0,1
103,64,40,8,17,5,1,0,1
118,79,45,13,15.5,10,1,0,1
89,60,44,6,14.5,7,1,1,1
105,75,45,10,17,7,0,0,1
88,60,43,6,12.5,5,1,0,1
131,78,46,10,17,5,1,0,1
235,101,59,15,8,7,1,1,1
98,60,45,5,7.5,7,1,0,0
90,66,43,9,15.5,10,1,0,0
89,64,45,6,12.5,15,1,0,1
169,84,62,10,6.5,1,1,0,1
131,74,42,10,13.5,10,1,0,1
92,59,38,6,15.5,10,1,0,1
84,62,44,7,14.5,10,0,0,1
86,58,38,8,11.5,7,1,0,1
86,61,42,6,12,7,0,1,1
115,80,45,10,13.5,10,0,0,1
120,69,45,9,7.5,5,1,0,0
108,66,44,9,12,5,1,0,1
119,80,51,8,11.5,15,1,0,1
90,55,35,6,14.5,5,0,0,1
170,84,55,11,3,15,1,1,0
145,94,50,12,17,10,1,1,1
142,70,47,8,7.5,5,1,0,1
116,85,45,10,12,15,0,0,1
137,77,54,8,3.5,10,1,1,1
125,77,45,10,12,10,1,0,1
93,59,44,5,14.5,10,1,0,1
130,65,44,9,9,5,1,0,1
220,98,60,9,4.5,10,1,1,1
80,52,35,6,14.5,12,0,0,1
95,58,42,6,7.5,15,1,1,1
120,75,43,10,17,10,1,0,1
128,68,50,9,12.5,5,0,0,1
115,79,45,13,13,7,0,0,1
140,74,45,10,12.5,2,1,0,1
97,53,34,6,9,5,1,0,1
99,63,38,8,10.5,5,1,0,0
110,75,50,10,13.5,10,0,0,1
177,80,50,9,4.5,2,1,0,0
108,56,41,6,3.5,5,1,1,0
79,52,37,6,12,7,0,0,0
240,106,60,17,4.5,10,1,1,1
105,75,45,10,12,7,1,0,1
144,80,51,10,13.5,10,1,0,1
160,80,51,13,7.5,5,1,1,1
145,71,43,8,9,5,1,1,0
113,69,47,8,17,3,1,0,1
95,68,45,9,14.5,10,0,0,1
93,58,42,6,12,5,0,1,0
95,67,45,9,13.5,10,0,0,0
108,80,48,8,12,10,0,0,1
108,80,48,8,12,10,0,0,1
85,56,42,6,12,10,1,1,1
120,76,45,10,13,10,1,0,1
97,72,43,10,12.7,10,0,0,1
154,75,36,12,7,5,1,0,1
169,77,52,8,7,3,1,1,1
89,58,42,6,9,10,0,0,0
89,64,45,7,12,5,1,0,1
155,85,53,7,4.5,10,1,0,0
95,65,47,9,13.5,7,1,0,1
97,55,35,6,9,10,1,0,1
100,57,43,5,11.5,10,1,1,1
165,78,46,18,5,10,1,0,1
136,74,45,10,13.5,5,0,0,1
165,89,57,9,7,5,0,0,1
95,62,45,7,12.5,10,1,1,1
113,54,34,11,3,10,1,0,1
110,76,45,10,12,5,1,0,1
148,84,52,8,6.5,3,1,1,1
200,101,68,10,11,10,1,1,1
162,75,52,12,3.5,5,1,1,1
105,64,38,8,14.5,10,0,0,1
85,61,45,6,13.5,10,1,0,1
132,69,44,8,8,10,1,0,1
143,75,54,10,6.5,7,1,1,1
105,78,45,10,13,10,0,0,1
84,58,43,5,12,15,1,1,0
84,58,43,5,12,15,1,1,0
114,76,45,10,12,15,0,0,1
150,71,44,9,8,5,1,1,1
94,63,38,8,17,12,1,0,0
105,64,40,7,7,10,1,0,0
100,64,41,7,12,5,1,0,1
93,67,47,6,12,5,0,0,1
108,58,40,6,10.5,7,1,1,1
137,80,50,12,10.5,15,1,1,1
106,58,42,6,12,5,1,1,1
164,79,51,9,7,5,0,0,1
100,58,42,5,12,10,0,1,1
101,66,39,8,17,10,1,0,1
95,63,38,8,12.5,5,1,0,1
105,75,42,8,13.5,10,0,0,1
110,80,46,10,12,15,0,0,1
115,78,46,10,12.7,3,1,0,1
104,77,45,10,12.7,15,1,0,0
105,66,40,8,17,5,1,0,1
117,85,44,10,12,10,0,0,1
129,80,46,10,12,10,0,0,1
105,63,43,7,10.5,15,1,0,1
215,86,58,12,3,5,1,1,1
143,77,42,10,6,5,0,0,1
113,77,46,10,13,15,1,0,1
150,84,48,10,13.5,10,0,0,0
87,61,42,9,13.5,10,1,0,1
90,61,49,6,12,10,1,0,1
78,57,37,6,13.5,10,1,0,1
126,64,44,7,8,2,1,0,0
86,60,42,7,12,10,0,0,1
101,55,38,6,7,10,1,0,0
140,68,47,8,9,5,1,1,1
180,81,50,11,7.5,5,1,1,0
85,55,40,6,12.5,7,1,1,0
122,79,48,10,12.7,12,1,0,1
108,64,43,9,3.5,10,0,0,0
81,60,46,6,14.5,15,0,0,0
153,76,46,10,9,5,0,0,1
130,79,45,10,12,5,1,0,1
120,64,43,6,11.5,2,1,1,1
90,55,37,6,7.5,7,0,0,1
130,81,49,9,13,10,0,1,1
95,59,43,6,15.5,5,0,0,1
97,63,44,7,11.5,5,1,0,0
135,81,48,8,15.5,7,1,0,1
107,74,44,11,13,5,0,0,0
119,66,45,8,7,7,0,1,0
93,61,38,8,13,7,0,0,1
115,67,41,9,14.5,7,0,0,1
92,59,41,6,11,10,1,1,1
155,72,52,7,3,5,0,0,1
105,57,42,6,3,15,1,1,1
94,61,44,6,12.5,3,1,0,1
85,60,43,6,14.5,6,0,0,1
198,110,59,13,14.5,10,1,0,1
130,68,41,10,10.5,5,0,0,1
135,80,45,13,12.5,5,0,0,1
79,60,44,6,15.5,15,1,0,0
138,79,47,10,7,10,0,0,1
138,79,47,10,7,10,1,0,1
150,70,50,9,7.5,7,1,1,1
112,63,35,8,11,7,1,0,1
117,61,44,6,4.5,5,1,1,1
92,69,47,6,12,10,0,0,0
138,86,50,10,13.5,10,1,1,1
140,75,46,9,10.5,10,0,0,1
93,57,43,6,10.5,15,0,0,1
107,77,46,10,12,10,1,0,1
92,63,38,8,12,10,0,0,1
80,56,38,5,11.5,10,1,0,1
104,73,44,10,13,5,0,0,1
133,80,48,10,10.5,10,1,0,0
92,60,44,6,12,5,0,0,1
100,65,39,9,17,10,1,0,1
95,65,46,8,13.5,7,0,0,0
92,63,39,8,14.5,5,0,0,0
165,76,52,9,8,2,1,1,1
145,75,53,9,8,15,1,1,1
92,63,38,8,14.5,5,0,0,0
162,78,48,11,6.5,1,1,1,1
90,59,45,6,12,5,0,0,0
122,74,50,8,10.5,10,1,1,0
90,60,45,5,10.5,10,0,0,1
120,77,48,8,12,15,1,1,1
115,60,39,6,4.5,10,1,0,1
98,61,38,8,12,15,1,0,1
95,60,37,8,12.5,15,1,0,1
105,77,40,10,12,15,0,0,1
73,54,37,6,14.5,10,1,0,1
104,67,44,10,11.5,8,1,0,1
90,55,36,6,12.5,10,1,0,1
110,76,45,10,14.5,10,0,0,1
124,78,55,8,13.5,10,1,1,1
270,105,74,18,5,1,1,1,1
120,77,45,10,13,10,1,0,1
160,80,51,8,3,10,1,1,1
155,75,44,10,9,5,0,1,1
140,66,42,8,7,2,1,1,0
95,65,46,8,12.5,10,1,0,1
81,56,39,6,11.5,10,1,0,1
110,81,45,10,13,12,1,0,1
81,54,36,6,10,10,1,0,1
108,66,45,10,12,5,1,0,1
97,68,46,8,12,5,1,0,1
99,58,39,7,7.5,5,1,0,1
168,75,46,10,6.5,1,1,1,1
105,78,44,10,13,15,1,0,1
150,78,46,10,9,10,0,0,1
93,64,45,7,13.5,7,0,0,1
99,65,46,6,17,7,1,0,1
143,75,45,9,10.5,7,1,0,1
119,78,53,8,10.5,10,1,1,0
83,59,44,6,13.5,10,0,0,1
95,60,43,6,14.5,10,1,0,1
92,61,44,6,12.5,5,1,0,1
110,57,40,5,7.5,7,1,1,0
111,57,40,6,9,3,1,1,1
129,80,48,10,12.7,7,1,0,1
99,57,42,6,12,10,1,1,1
86,58,38,6,11.5,7,1,0,1
152,73,48,8,3,15,1,1,1
110,80,43,10,12,15,0,0,1
156,79,54,8,9,10,1,1,1
150,76,45,10,7,10,0,0,1
